"foo[0]_x","foo[0]_y","foo3[0]_x","foo3[0]_y"
1657193126,-150.4723651,1657193126,-300.9447302,
1657193126,-150.4723651,1657193126,-300.9447302,
1657193126,-150.4723651,1657193126,-300.9447302,
1657193126,-157.6086894,1657193126,-300.9447302,
1657193126,-157.6086894,1657193126,-300.9447302,
1657193127,-157.6086894,1657193126,-300.9447302,
1657193127,-157.6086894,1657193126,-300.9447302,
1657193127,-157.6086894,1657193126,-315.2173787,
1657193127,-157.6086894,1657193126,-315.2173787,
1657193127,-157.6086894,1657193127,-315.2173787,
1657193127,-157.6086894,1657193127,-315.2173787,
1657193127,-157.6086894,1657193127,-315.2173787,
1657193127,-157.6086894,1657193127,-315.2173787,
1657193127,-157.6086894,1657193127,-315.2173787,
1657193127,-157.6086894,1657193127,-315.2173787,
1657193128,-157.6086894,1657193127,-315.2173787,
1657193128,-157.6086894,1657193127,-315.2173787,
1657193128,-157.6086894,1657193127,-315.2173787,
1657193128,-157.6086894,1657193127,-315.2173787,
1657193128,-157.6086894,1657193128,-315.2173787,
1657193128,-157.6086894,1657193128,-315.2173787,
1657193128,-157.6086894,1657193128,-315.2173787,
1657193128,-157.6086894,1657193128,-315.2173787,
1657193128,-164.552992,1657193128,-315.2173787,
1657193128,-164.552992,1657193128,-315.2173787,
1657193129,-164.552992,1657193128,-315.2173787,
1657193129,-164.552992,1657193128,-315.2173787,
1657193129,-164.552992,1657193128,-329.1059841,
1657193129,-164.552992,1657193128,-329.1059841,
1657193129,-164.552992,1657193129,-329.1059841,
1657193129,-164.552992,1657193129,-329.1059841,
1657193129,-164.552992,1657193129,-329.1059841,
1657193129,-164.552992,1657193129,-329.1059841,
1657193129,-164.552992,1657193129,-329.1059841,
1657193129,-164.552992,1657193129,-329.1059841,
1657193130,-164.552992,1657193129,-329.1059841,
1657193130,-164.552992,1657193129,-329.1059841,
1657193130,-164.552992,1657193129,-329.1059841,
1657193130,-164.552992,1657193129,-329.1059841,
1657193130,-164.552992,1657193130,-329.1059841,
1657193130,-164.552992,1657193130,-329.1059841,
1657193130,-164.552992,1657193130,-329.1059841,
1657193130,-164.552992,1657193130,-329.1059841,
1657193130,-171.2968126,1657193130,-329.1059841,
1657193130,-171.2968126,1657193130,-329.1059841,
1657193131,-171.2968126,1657193130,-329.1059841,
1657193131,-171.2968126,1657193130,-329.1059841,
1657193131,-171.2968126,1657193130,-342.5936252,
1657193131,-171.2968126,1657193130,-342.5936252,
1657193131,-171.2968126,1657193131,-342.5936252,
1657193131,-171.2968126,1657193131,-342.5936252,
1657193131,-171.2968126,1657193131,-342.5936252,
1657193131,-171.2968126,1657193131,-342.5936252,
1657193131,-171.2968126,1657193131,-342.5936252,
1657193131,-171.2968126,1657193131,-342.5936252,
1657193132,-171.2968126,1657193131,-342.5936252,
1657193132,-171.2968126,1657193131,-342.5936252,
1657193132,-171.2968126,1657193131,-342.5936252,
1657193132,-171.2968126,1657193131,-342.5936252,
1657193132,-171.2968126,1657193132,-342.5936252,
1657193132,-171.2968126,1657193132,-342.5936252,
1657193132,-171.2968126,1657193132,-342.5936252,
1657193132,-171.2968126,1657193132,-342.5936252,
1657193132,-177.8319347,1657193132,-342.5936252,
1657193132,-177.8319347,1657193132,-342.5936252,
1657193133,-177.8319347,1657193132,-342.5936252,
1657193133,-177.8319347,1657193132,-342.5936252,
1657193133,-177.8319347,1657193132,-355.6638694,
1657193133,-177.8319347,1657193132,-355.6638694,
1657193133,-177.8319347,1657193133,-355.6638694,
1657193133,-177.8319347,1657193133,-355.6638694,
1657193133,-177.8319347,1657193133,-355.6638694,
1657193133,-177.8319347,1657193133,-355.6638694,
1657193133,-177.8319347,1657193133,-355.6638694,
1657193133,-177.8319347,1657193133,-355.6638694,
1657193134,-177.8319347,1657193133,-355.6638694,
1657193134,-177.8319347,1657193133,-355.6638694,
1657193134,-177.8319347,1657193133,-355.6638694,
1657193134,-177.8319347,1657193133,-355.6638694,
1657193134,-177.8319347,1657193134,-355.6638694,
1657193134,-177.8319347,1657193134,-355.6638694,
1657193134,-177.8319347,1657193134,-355.6638694,
1657193134,-177.8319347,1657193134,-355.6638694,
1657193134,-184.1503964,1657193134,-355.6638694,
1657193134,-184.1503964,1657193134,-355.6638694,
1657193135,-184.1503964,1657193134,-355.6638694,
1657193135,-184.1503964,1657193134,-355.6638694,
1657193135,-184.1503964,1657193134,-368.3007928,
1657193135,-184.1503964,1657193134,-368.3007928,
1657193135,-184.1503964,1657193135,-368.3007928,
1657193135,-184.1503964,1657193135,-368.3007928,
1657193135,-184.1503964,1657193135,-368.3007928,
1657193135,-184.1503964,1657193135,-368.3007928,
1657193135,-184.1503964,1657193135,-368.3007928,
1657193135,-184.1503964,1657193135,-368.3007928,
1657193136,-184.1503964,1657193135,-368.3007928,
1657193136,-184.1503964,1657193135,-368.3007928,
1657193136,-184.1503964,1657193135,-368.3007928,
1657193136,-184.1503964,1657193135,-368.3007928,
1657193136,-184.1503964,1657193136,-368.3007928,
1657193136,-184.1503964,1657193136,-368.3007928,
1657193136,-190.2444996,1657193136,-368.3007928,
1657193136,-190.2444996,1657193136,-368.3007928,
1657193136,-190.2444996,1657193136,-368.3007928,
1657193136,-190.2444996,1657193136,-368.3007928,
1657193137,-190.2444996,1657193136,-380.4889991,
1657193137,-190.2444996,1657193136,-380.4889991,
1657193137,-190.2444996,1657193136,-380.4889991,
1657193137,-190.2444996,1657193136,-380.4889991,
1657193137,-190.2444996,1657193137,-380.4889991,
1657193137,-190.2444996,1657193137,-380.4889991,
1657193137,-190.2444996,1657193137,-380.4889991,
1657193137,-190.2444996,1657193137,-380.4889991,
1657193137,-190.2444996,1657193137,-380.4889991,
1657193137,-190.2444996,1657193137,-380.4889991,
1657193138,-190.2444996,1657193137,-380.4889991,
1657193138,-190.2444996,1657193137,-380.4889991,
1657193138,-190.2444996,1657193137,-380.4889991,
1657193138,-190.2444996,1657193137,-380.4889991,
1657193138,-190.2444996,1657193138,-380.4889991,
1657193138,-190.2444996,1657193138,-380.4889991,
1657193138,-196.1068195,1657193138,-380.4889991,
1657193138,-196.1068195,1657193138,-380.4889991,
1657193138,-196.1068195,1657193138,-380.4889991,
1657193138,-196.1068195,1657193138,-380.4889991,
1657193139,-196.1068195,1657193138,-392.213639,
1657193139,-196.1068195,1657193138,-392.213639,
1657193139,-196.1068195,1657193138,-392.213639,
1657193139,-196.1068195,1657193138,-392.213639,
1657193139,-196.1068195,1657193139,-392.213639,
1657193139,-196.1068195,1657193139,-392.213639,
1657193139,-196.1068195,1657193139,-392.213639,
1657193139,-196.1068195,1657193139,-392.213639,
1657193139,-196.1068195,1657193139,-392.213639,
1657193139,-196.1068195,1657193139,-392.213639,
1657193140,-196.1068195,1657193139,-392.213639,
1657193140,-196.1068195,1657193139,-392.213639,
1657193140,-196.1068195,1657193139,-392.213639,
1657193140,-196.1068195,1657193139,-392.213639,
1657193140,-196.1068195,1657193140,-392.213639,
1657193140,-196.1068195,1657193140,-392.213639,
1657193140,-201.7302139,1657193140,-392.213639,
1657193140,-201.7302139,1657193140,-392.213639,
1657193140,-201.7302139,1657193140,-392.213639,
1657193140,-201.7302139,1657193140,-392.213639,
1657193141,-201.7302139,1657193140,-403.4604277,
1657193141,-201.7302139,1657193140,-403.4604277,
1657193141,-201.7302139,1657193140,-403.4604277,
1657193141,-201.7302139,1657193140,-403.4604277,
1657193141,-201.7302139,1657193141,-403.4604277,
1657193141,-201.7302139,1657193141,-403.4604277,
1657193141,-201.7302139,1657193141,-403.4604277,
1657193141,-201.7302139,1657193141,-403.4604277,
1657193141,-201.7302139,1657193141,-403.4604277,
1657193141,-201.7302139,1657193141,-403.4604277,
1657193142,-201.7302139,1657193141,-403.4604277,
1657193142,-201.7302139,1657193141,-403.4604277,
1657193142,-201.7302139,1657193141,-403.4604277,
1657193142,-201.7302139,1657193141,-403.4604277,
1657193142,-201.7302139,1657193142,-403.4604277,
1657193142,-201.7302139,1657193142,-403.4604277,
1657193142,-207.1078315,1657193142,-403.4604277,
1657193142,-207.1078315,1657193142,-403.4604277,
1657193142,-207.1078315,1657193142,-403.4604277,
1657193142,-207.1078315,1657193142,-403.4604277,
1657193143,-207.1078315,1657193142,-414.215663,
1657193143,-207.1078315,1657193142,-414.215663,
1657193143,-207.1078315,1657193142,-414.215663,
1657193143,-207.1078315,1657193142,-414.215663,
1657193143,-207.1078315,1657193143,-414.215663,
1657193143,-207.1078315,1657193143,-414.215663,
1657193143,-207.1078315,1657193143,-414.215663,
1657193143,-207.1078315,1657193143,-414.215663,
1657193143,-207.1078315,1657193143,-414.215663,
1657193143,-207.1078315,1657193143,-414.215663,
1657193144,-207.1078315,1657193143,-414.215663,
1657193144,-207.1078315,1657193143,-414.215663,
1657193144,-207.1078315,1657193143,-414.215663,
1657193144,-207.1078315,1657193143,-414.215663,
1657193144,-207.1078315,1657193144,-414.215663,
1657193144,-207.1078315,1657193144,-414.215663,
1657193144,-212.2331205,1657193144,-414.215663,
1657193144,-212.2331205,1657193144,-414.215663,
1657193144,-212.2331205,1657193144,-414.215663,
1657193144,-212.2331205,1657193144,-414.215663,
1657193145,-212.2331205,1657193144,-424.466241,
1657193145,-212.2331205,1657193144,-424.466241,
1657193145,-212.2331205,1657193144,-424.466241,
1657193145,-212.2331205,1657193144,-424.466241,
1657193145,-212.2331205,1657193145,-424.466241,
1657193145,-212.2331205,1657193145,-424.466241,
1657193145,-212.2331205,1657193145,-424.466241,
1657193145,-212.2331205,1657193145,-424.466241,
1657193145,-212.2331205,1657193145,-424.466241,
1657193145,-212.2331205,1657193145,-424.466241,
1657193146,-212.2331205,1657193145,-424.466241,
1657193146,-212.2331205,1657193145,-424.466241,
1657193146,-212.2331205,1657193145,-424.466241,
1657193146,-212.2331205,1657193145,-424.466241,
1657193146,-212.2331205,1657193146,-424.466241,
1657193146,-212.2331205,1657193146,-424.466241,
1657193146,-217.0998366,1657193146,-424.466241,
1657193146,-217.0998366,1657193146,-424.466241,
1657193146,-217.0998366,1657193146,-424.466241,
1657193146,-217.0998366,1657193146,-424.466241,
1657193147,-217.0998366,1657193146,-434.1996733,
1657193147,-217.0998366,1657193146,-434.1996733,
1657193147,-217.0998366,1657193146,-434.1996733,
1657193147,-217.0998366,1657193146,-434.1996733,
1657193147,-217.0998366,1657193147,-434.1996733,
1657193147,-217.0998366,1657193147,-434.1996733,
1657193147,-217.0998366,1657193147,-434.1996733,
1657193147,-217.0998366,1657193147,-434.1996733,
1657193147,-217.0998366,1657193147,-434.1996733,
1657193147,-217.0998366,1657193147,-434.1996733,
1657193148,-217.0998366,1657193147,-434.1996733,
1657193148,-217.0998366,1657193147,-434.1996733,
1657193148,-217.0998366,1657193147,-434.1996733,
1657193148,-217.0998366,1657193147,-434.1996733,
1657193148,-217.0998366,1657193148,-434.1996733,
1657193148,-217.0998366,1657193148,-434.1996733,
1657193148,-221.7020505,1657193148,-434.1996733,
1657193148,-221.7020505,1657193148,-434.1996733,
1657193148,-221.7020505,1657193148,-434.1996733,
1657193148,-221.7020505,1657193148,-434.1996733,
1657193149,-221.7020505,1657193148,-443.404101,
1657193149,-221.7020505,1657193148,-443.404101,
1657193149,-221.7020505,1657193148,-443.404101,
1657193149,-221.7020505,1657193148,-443.404101,
1657193149,-221.7020505,1657193149,-443.404101,
1657193149,-221.7020505,1657193149,-443.404101,
1657193149,-221.7020505,1657193149,-443.404101,
1657193149,-221.7020505,1657193149,-443.404101,
1657193149,-221.7020505,1657193149,-443.404101,
1657193149,-221.7020505,1657193149,-443.404101,
1657193150,-221.7020505,1657193149,-443.404101,
1657193150,-221.7020505,1657193149,-443.404101,
1657193150,-221.7020505,1657193149,-443.404101,
1657193150,-221.7020505,1657193149,-443.404101,
1657193150,-221.7020505,1657193150,-443.404101,
1657193150,-221.7020505,1657193150,-443.404101,
1657193150,-226.034155,1657193150,-443.404101,
1657193150,-226.034155,1657193150,-443.404101,
1657193150,-226.034155,1657193150,-443.404101,
1657193150,-226.034155,1657193150,-443.404101,
1657193151,-226.034155,1657193150,-452.06831,
1657193151,-226.034155,1657193150,-452.06831,
1657193151,-226.034155,1657193150,-452.06831,
1657193151,-226.034155,1657193150,-452.06831,
1657193151,-226.034155,1657193151,-452.06831,
1657193151,-226.034155,1657193151,-452.06831,
1657193151,-226.034155,1657193151,-452.06831,
1657193151,-226.034155,1657193151,-452.06831,
1657193151,-226.034155,1657193151,-452.06831,
1657193151,-226.034155,1657193151,-452.06831,
1657193152,-226.034155,1657193151,-452.06831,
1657193152,-226.034155,1657193151,-452.06831,
1657193152,-226.034155,1657193151,-452.06831,
1657193152,-226.034155,1657193151,-452.06831,
1657193152,-226.034155,1657193152,-452.06831,
1657193152,-226.034155,1657193152,-452.06831,
1657193152,-230.0908722,1657193152,-452.06831,
1657193152,-230.0908722,1657193152,-452.06831,
1657193152,-230.0908722,1657193152,-452.06831,
1657193152,-230.0908722,1657193152,-452.06831,
1657193153,-230.0908722,1657193152,-460.1817443,
1657193153,-230.0908722,1657193152,-460.1817443,
1657193153,-230.0908722,1657193152,-460.1817443,
1657193153,-230.0908722,1657193152,-460.1817443,
1657193153,-230.0908722,1657193153,-460.1817443,
1657193153,-230.0908722,1657193153,-460.1817443,
1657193153,-230.0908722,1657193153,-460.1817443,
1657193153,-230.0908722,1657193153,-460.1817443,
1657193153,-230.0908722,1657193153,-460.1817443,
1657193153,-230.0908722,1657193153,-460.1817443,
1657193154,-230.0908722,1657193153,-460.1817443,
1657193154,-230.0908722,1657193153,-460.1817443,
1657193154,-230.0908722,1657193153,-460.1817443,
1657193154,-230.0908722,1657193153,-460.1817443,
1657193154,-230.0908722,1657193154,-460.1817443,
1657193154,-230.0908722,1657193154,-460.1817443,
1657193154,-233.8672595,1657193154,-460.1817443,
1657193154,-233.8672595,1657193154,-460.1817443,
1657193154,-233.8672595,1657193154,-460.1817443,
1657193154,-233.8672595,1657193154,-460.1817443,
1657193155,-233.8672595,1657193154,-467.7345191,
1657193155,-233.8672595,1657193154,-467.7345191,
1657193155,-233.8672595,1657193154,-467.7345191,
1657193155,-233.8672595,1657193154,-467.7345191,
1657193155,-233.8672595,1657193155,-467.7345191,
1657193155,-233.8672595,1657193155,-467.7345191,
1657193155,-233.8672595,1657193155,-467.7345191,
1657193155,-233.8672595,1657193155,-467.7345191,
1657193155,-233.8672595,1657193155,-467.7345191,
1657193155,-233.8672595,1657193155,-467.7345191,
1657193156,-233.8672595,1657193155,-467.7345191,
1657193156,-233.8672595,1657193155,-467.7345191,
1657193156,-233.8672595,1657193155,-467.7345191,
1657193156,-233.8672595,1657193155,-467.7345191,
1657193156,-233.8672595,1657193156,-467.7345191,
1657193156,-233.8672595,1657193156,-467.7345191,
1657193156,-237.3587162,1657193156,-467.7345191,
1657193156,-237.3587162,1657193156,-467.7345191,
1657193156,-237.3587162,1657193156,-467.7345191,
1657193156,-237.3587162,1657193156,-467.7345191,
1657193157,-237.3587162,1657193156,-474.7174323,
1657193157,-237.3587162,1657193156,-474.7174323,
1657193157,-237.3587162,1657193156,-474.7174323,
1657193157,-237.3587162,1657193156,-474.7174323,
1657193157,-237.3587162,1657193157,-474.7174323,
1657193157,-237.3587162,1657193157,-474.7174323,
1657193157,-237.3587162,1657193157,-474.7174323,
1657193157,-237.3587162,1657193157,-474.7174323,
1657193157,-237.3587162,1657193157,-474.7174323,
1657193157,-237.3587162,1657193157,-474.7174323,
1657193158,-237.3587162,1657193157,-474.7174323,
1657193158,-237.3587162,1657193157,-474.7174323,
1657193158,-237.3587162,1657193157,-474.7174323,
1657193158,-237.3587162,1657193157,-474.7174323,
1657193158,-237.3587162,1657193158,-474.7174323,
1657193158,-237.3587162,1657193158,-474.7174323,
1657193158,-240.5609882,1657193158,-474.7174323,
1657193158,-240.5609882,1657193158,-474.7174323,
1657193158,-240.5609882,1657193158,-474.7174323,
1657193158,-240.5609882,1657193158,-474.7174323,
1657193159,-240.5609882,1657193158,-481.1219764,
1657193159,-240.5609882,1657193158,-481.1219764,
1657193159,-240.5609882,1657193158,-481.1219764,
1657193159,-240.5609882,1657193158,-481.1219764,
1657193159,-240.5609882,1657193159,-481.1219764,
1657193159,-240.5609882,1657193159,-481.1219764,
1657193159,-240.5609882,1657193159,-481.1219764,
1657193159,-240.5609882,1657193159,-481.1219764,
1657193159,-240.5609882,1657193159,-481.1219764,
1657193159,-240.5609882,1657193159,-481.1219764,
1657193160,-240.5609882,1657193159,-481.1219764,
1657193160,-240.5609882,1657193159,-481.1219764,
1657193160,-240.5609882,1657193159,-481.1219764,
1657193160,-240.5609882,1657193159,-481.1219764,
1657193160,-240.5609882,1657193160,-481.1219764,
1657193160,-240.5609882,1657193160,-481.1219764,
1657193160,-243.4701743,1657193160,-481.1219764,
1657193160,-243.4701743,1657193160,-481.1219764,
1657193160,-243.4701743,1657193160,-481.1219764,
1657193160,-243.4701743,1657193160,-481.1219764,
1657193161,-243.4701743,1657193160,-486.9403486,
1657193161,-243.4701743,1657193160,-486.9403486,
1657193161,-243.4701743,1657193160,-486.9403486,
1657193161,-243.4701743,1657193160,-486.9403486,
1657193161,-243.4701743,1657193161,-486.9403486,
1657193161,-243.4701743,1657193161,-486.9403486,
1657193161,-243.4701743,1657193161,-486.9403486,
1657193161,-243.4701743,1657193161,-486.9403486,
1657193161,-243.4701743,1657193161,-486.9403486,
1657193161,-243.4701743,1657193161,-486.9403486,
1657193162,-243.4701743,1657193161,-486.9403486,
1657193162,-243.4701743,1657193161,-486.9403486,
1657193162,-243.4701743,1657193161,-486.9403486,
1657193162,-243.4701743,1657193161,-486.9403486,
1657193162,-243.4701743,1657193162,-486.9403486,
1657193162,-243.4701743,1657193162,-486.9403486,
1657193162,-246.0827299,1657193162,-486.9403486,
1657193162,-246.0827299,1657193162,-486.9403486,
1657193162,-246.0827299,1657193162,-486.9403486,
1657193162,-246.0827299,1657193162,-486.9403486,
1657193163,-246.0827299,1657193162,-492.1654599,
1657193163,-246.0827299,1657193162,-492.1654599,
1657193163,-246.0827299,1657193162,-492.1654599,
1657193163,-246.0827299,1657193162,-492.1654599,
1657193163,-246.0827299,1657193163,-492.1654599,
1657193163,-246.0827299,1657193163,-492.1654599,
1657193163,-246.0827299,1657193163,-492.1654599,
1657193163,-246.0827299,1657193163,-492.1654599,
1657193163,-246.0827299,1657193163,-492.1654599,
1657193163,-246.0827299,1657193163,-492.1654599,
1657193164,-246.0827299,1657193163,-492.1654599,
1657193164,-246.0827299,1657193163,-492.1654599,
1657193164,-246.0827299,1657193163,-492.1654599,
1657193164,-246.0827299,1657193163,-492.1654599,
1657193164,-246.0827299,1657193164,-492.1654599,
1657193164,-246.0827299,1657193164,-492.1654599,
1657193164,-248.3954722,1657193164,-492.1654599,
1657193164,-248.3954722,1657193164,-492.1654599,
1657193164,-248.3954722,1657193164,-492.1654599,
1657193164,-248.3954722,1657193164,-492.1654599,
1657193165,-248.3954722,1657193164,-496.7909444,
1657193165,-248.3954722,1657193164,-496.7909444,
1657193165,-248.3954722,1657193164,-496.7909444,
1657193165,-248.3954722,1657193164,-496.7909444,
1657193165,-248.3954722,1657193165,-496.7909444,
1657193165,-248.3954722,1657193165,-496.7909444,
1657193165,-248.3954722,1657193165,-496.7909444,
1657193165,-248.3954722,1657193165,-496.7909444,
1657193165,-248.3954722,1657193165,-496.7909444,
1657193165,-248.3954722,1657193165,-496.7909444,
1657193166,-248.3954722,1657193165,-496.7909444,
1657193166,-248.3954722,1657193165,-496.7909444,
1657193166,-248.3954722,1657193165,-496.7909444,
1657193166,-248.3954722,1657193165,-496.7909444,
1657193166,-248.3954722,1657193166,-496.7909444,
1657193166,-248.3954722,1657193166,-496.7909444,
1657193166,-248.3954722,1657193166,-496.7909444,
1657193166,-248.3954722,1657193166,-496.7909444,
1657193166,-248.3954722,1657193166,-496.7909444,
1657193166,-248.3954722,1657193166,-496.7909444,
1657193167,-248.3954722,1657193166,-496.7909444,
1657193167,-248.3954722,1657193166,-496.7909444,
1657193167,-250.4055833,1657193166,-496.7909444,
1657193167,-250.4055833,1657193166,-496.7909444,
1657193167,-250.4055833,1657193167,-496.7909444,
1657193167,-250.4055833,1657193167,-496.7909444,
1657193167,-250.4055833,1657193167,-500.8111667,
1657193167,-250.4055833,1657193167,-500.8111667,
1657193167,-250.4055833,1657193167,-500.8111667,
1657193167,-250.4055833,1657193167,-500.8111667,
1657193168,-250.4055833,1657193167,-500.8111667,
1657193168,-250.4055833,1657193167,-500.8111667,
1657193168,-250.4055833,1657193167,-500.8111667,
1657193168,-250.4055833,1657193167,-500.8111667,
1657193168,-250.4055833,1657193168,-500.8111667,
1657193168,-250.4055833,1657193168,-500.8111667,
1657193168,-250.4055833,1657193168,-500.8111667,
1657193168,-250.4055833,1657193168,-500.8111667,
1657193168,-250.4055833,1657193168,-500.8111667,
1657193168,-250.4055833,1657193168,-500.8111667,
1657193169,-250.4055833,1657193168,-500.8111667,
1657193169,-250.4055833,1657193168,-500.8111667,
1657193169,-252.1106144,1657193168,-500.8111667,
1657193169,-252.1106144,1657193168,-500.8111667,
1657193169,-252.1106144,1657193169,-500.8111667,
1657193169,-252.1106144,1657193169,-500.8111667,
1657193169,-252.1106144,1657193169,-504.2212288,
1657193169,-252.1106144,1657193169,-504.2212288,
1657193169,-252.1106144,1657193169,-504.2212288,
1657193169,-252.1106144,1657193169,-504.2212288,
1657193170,-252.1106144,1657193169,-504.2212288,
1657193170,-252.1106144,1657193169,-504.2212288,
1657193170,-252.1106144,1657193169,-504.2212288,
1657193170,-252.1106144,1657193169,-504.2212288,
1657193170,-252.1106144,1657193170,-504.2212288,
1657193170,-252.1106144,1657193170,-504.2212288,
1657193170,-252.1106144,1657193170,-504.2212288,
1657193170,-252.1106144,1657193170,-504.2212288,
1657193170,-252.1106144,1657193170,-504.2212288,
1657193170,-252.1106144,1657193170,-504.2212288,
1657193171,-252.1106144,1657193170,-504.2212288,
1657193171,-252.1106144,1657193170,-504.2212288,
1657193171,-253.508488,1657193170,-504.2212288,
1657193171,-253.508488,1657193170,-504.2212288,
1657193171,-253.508488,1657193171,-504.2212288,
1657193171,-253.508488,1657193171,-504.2212288,
1657193171,-253.508488,1657193171,-507.016976,
1657193171,-253.508488,1657193171,-507.016976,
1657193171,-253.508488,1657193171,-507.016976,
1657193171,-253.508488,1657193171,-507.016976,
1657193172,-253.508488,1657193171,-507.016976,
1657193172,-253.508488,1657193171,-507.016976,
1657193172,-253.508488,1657193171,-507.016976,
1657193172,-253.508488,1657193171,-507.016976,
1657193172,-253.508488,1657193172,-507.016976,
1657193172,-253.508488,1657193172,-507.016976,
1657193172,-253.508488,1657193172,-507.016976,
1657193172,-253.508488,1657193172,-507.016976,
1657193172,-253.508488,1657193172,-507.016976,
1657193172,-253.508488,1657193172,-507.016976,
1657193173,-253.508488,1657193172,-507.016976,
1657193173,-253.508488,1657193172,-507.016976,
1657193173,-254.5975011,1657193172,-507.016976,
1657193173,-254.5975011,1657193172,-507.016976,
1657193173,-254.5975011,1657193173,-507.016976,
1657193173,-254.5975011,1657193173,-507.016976,
1657193173,-254.5975011,1657193173,-509.1950021,
1657193173,-254.5975011,1657193173,-509.1950021,
1657193173,-254.5975011,1657193173,-509.1950021,
1657193173,-254.5975011,1657193173,-509.1950021,
1657193174,-254.5975011,1657193173,-509.1950021,
1657193174,-254.5975011,1657193173,-509.1950021,
1657193174,-254.5975011,1657193173,-509.1950021,
1657193174,-254.5975011,1657193173,-509.1950021,
1657193174,-254.5975011,1657193174,-509.1950021,
1657193174,-254.5975011,1657193174,-509.1950021,
1657193174,-254.5975011,1657193174,-509.1950021,
1657193174,-254.5975011,1657193174,-509.1950021,
1657193174,-254.5975011,1657193174,-509.1950021,
1657193174,-254.5975011,1657193174,-509.1950021,
1657193175,-254.5975011,1657193174,-509.1950021,
1657193175,-254.5975011,1657193174,-509.1950021,
1657193175,-255.3763268,1657193174,-509.1950021,
1657193175,-255.3763268,1657193174,-509.1950021,
1657193175,-255.3763268,1657193175,-509.1950021,
1657193175,-255.3763268,1657193175,-509.1950021,
1657193175,-255.3763268,1657193175,-510.7526537,
1657193175,-255.3763268,1657193175,-510.7526537,
1657193175,-255.3763268,1657193175,-510.7526537,
1657193175,-255.3763268,1657193175,-510.7526537,
1657193176,-255.3763268,1657193175,-510.7526537,
1657193176,-255.3763268,1657193175,-510.7526537,
1657193176,-255.3763268,1657193175,-510.7526537,
1657193176,-255.3763268,1657193175,-510.7526537,
1657193176,-255.3763268,1657193176,-510.7526537,
1657193176,-255.3763268,1657193176,-510.7526537,
1657193176,-255.3763268,1657193176,-510.7526537,
1657193176,-255.3763268,1657193176,-510.7526537,
1657193176,-255.3763268,1657193176,-510.7526537,
1657193176,-255.3763268,1657193176,-510.7526537,
1657193177,-255.3763268,1657193176,-510.7526537,
1657193177,-255.3763268,1657193176,-510.7526537,
1657193177,-255.8440164,1657193176,-510.7526537,
1657193177,-255.8440164,1657193176,-510.7526537,
1657193177,-255.8440164,1657193177,-510.7526537,
1657193177,-255.8440164,1657193177,-510.7526537,
1657193177,-255.8440164,1657193177,-511.6880328,
1657193177,-255.8440164,1657193177,-511.6880328,
1657193177,-255.8440164,1657193177,-511.6880328,
1657193177,-255.8440164,1657193177,-511.6880328,
1657193178,-255.8440164,1657193177,-511.6880328,
1657193178,-255.8440164,1657193177,-511.6880328,
1657193178,-255.8440164,1657193177,-511.6880328,
1657193178,-255.8440164,1657193177,-511.6880328,
